Ёи╫╩й╠╪Д	Ёи╫╩╪ш	╪ш╦Я╠Д╤╞	Ёи╫╩а©(йж)	Ёи╫╩╤Н(т╙)	птжй
13:35:16	6.28	0.01	70	43960	бРел
13:35:06	6.27	-0.01	2	1254	бТел
13:34:56	6.28	0.01	2	1256	бРел
13:34:51	6.27	-0.01	10	6270	бТел
13:34:41	6.28	--	86	54008	бРел
13:34:26	6.28	--	50	31400	бРел
13:34:21	6.28	-0.01	170	106760	бТел
13:34:06	6.29	-0.01	2	1258	бТел
13:33:46	6.3	0.01	2	1260	бРел
13:33:41	6.29	-0.01	32	20128	бТел
13:33:36	6.3	0.01	30	18900	бРел
13:33:26	6.29	--	16	10064	бТел
13:33:21	6.29	--	532	334628	бРел
13:33:16	6.29	0.01	65	40885	бРел
13:33:06	6.28	-0.01	2	1256	бТел
13:33:01	6.29	0.02	65	40885	бРел
13:32:56	6.27	--	0	0	бТел
13:32:51	6.27	-0.01	10	6270	бТел
13:32:41	6.28	0.01	87	54636	бРел
13:32:36	6.27	-0.01	215	134805	бТел
13:32:26	6.28	--	10	6280	бРел
13:32:21	6.28	--	11	6908	бРел
13:32:11	6.28	0.01	51	32028	бРел
13:32:06	6.27	-0.01	4	2508	бТел
13:31:56	6.28	--	51	32028	бТел
13:31:51	6.28	--	12	7536	бТел
13:31:46	6.28	--	153	96084	бРел
13:31:41	6.28	--	3	1884	бРел
13:31:25	6.28	--	6	3768	бТел
13:31:10	6.28	--	30	18840	бТел
13:31:05	6.28	--	1	628	бТел
13:31:01	6.28	0.01	309	194052	бРел
13:30:55	6.27	--	18	11286	бРел
13:30:46	6.27	0.01	3	1880	бРел
13:30:40	6.26	-0.01	6	3756	бТел
13:30:35	6.27	0.01	10	6270	бРел
13:30:25	6.26	-0.01	3	1878	бТел
13:30:05	6.27	--	71	44517	бРел
13:29:50	6.27	--	167	104709	бТел
13:29:40	6.27	--	16	10032	бТел
13:29:35	6.27	0.01	10	6270	бРел
13:29:25	6.26	-0.01	19	11894	бТел
13:29:15	6.27	--	1	627	бРел
13:29:05	6.27	-0.01	50	31349	бТел
13:29:00	6.28	0.02	49	30772	бРел
13:28:50	6.26	-0.02	149	93274	бТел
13:28:45	6.28	0.01	16	10048	бРел
13:28:40	6.27	--	5	3135	бРел
13:28:35	6.27	--	95	59564	бТел
13:28:30	6.27	-0.01	4	2508	бТел
13:28:25	6.28	--	117	73476	бРел
13:28:05	6.28	--	47	29516	бРел
13:27:55	6.28	0.01	5	3140	бРел
13:27:50	6.27	--	25	15674	бТел
13:27:30	6.27	-0.01	150	94050	бТел
13:27:25	6.28	0.01	30	18840	бРел
13:27:10	6.27	0.01	77	48279	бРел
13:27:05	6.26	-0.01	42	26292	бТел
13:27:00	6.27	--	7	4389	бРел
13:26:50	6.27	--	73	45771	бРел
13:26:40	6.27	--	3	1880	бРел
13:26:35	6.27	0.01	55	34485	бРел
13:26:30	6.26	--	96	60409	бРел
13:26:25	6.26	--	43	26918	бРел
13:26:05	6.26	--	23	14398	бРел
13:26:00	6.26	0.01	191	119566	бРел
13:25:35	6.25	--	20	12500	бТел
13:25:20	6.25	--	106	66250	бТел
13:25:05	6.25	--	3	1875	бТел
13:24:59	6.25	0.01	41	25956	бРел
13:24:49	6.24	-0.01	23	14352	бТел
13:24:44	6.25	--	105	65625	бРел
13:24:35	6.25	--	42	26250	бРел
13:24:24	6.25	--	55	34375	бРел
13:24:14	6.25	--	24	15000	бТел
13:24:04	6.25	-0.01	37	23125	бТел
13:23:54	6.26	0.01	30	18780	бРел
13:23:39	6.25	--	1	625	бРел
13:23:34	6.25	--	46	28750	бРел
13:23:19	6.25	--	24	15000	бТел
13:23:14	6.25	--	27	16875	бРел
13:23:04	6.25	0.01	8	5000	бРел
13:22:59	6.24	-0.01	45	28080	бТел
13:22:54	6.25	0.01	61	38125	бРел
13:22:49	6.24	--	50	31200	бТел
13:22:34	6.24	-0.01	300	187200	бТел
13:22:19	6.25	0.01	2	1250	бРел
13:22:04	6.24	-0.01	15	9360	бТел
13:21:59	6.25	--	6	3750	бРел
13:21:49	6.25	-0.01	20	12500	бТел
13:21:44	6.26	0.02	138	86388	бРел
13:21:34	6.24	--	0	0	бТел
13:21:29	6.24	-0.01	104	64896	бТел
13:21:09	6.25	--	162	101250	бРел
13:21:04	6.25	--	31	19375	бРел
13:20:59	6.25	--	67	41875	бРел
13:20:44	6.25	--	126	78750	бРел
13:20:29	6.25	--	51	31875	бРел
13:20:24	6.25	0.01	86	53750	бРел
13:20:19	6.24	-0.01	3	1872	бТел
13:20:14	6.25	--	20	12500	бРел
13:20:09	6.25	0.01	17	10625	бРел
13:20:04	6.24	-0.01	118	73632	бТел
13:19:54	6.25	--	34	21250	бРел
13:19:49	6.25	0.01	20	12500	бРел
13:19:44	6.24	--	217	135408	бТел
13:19:29	6.24	-0.01	12	7488	бТел
13:19:24	6.25	0.01	56	35000	бРел
13:19:14	6.24	--	80	49920	бТел
13:19:04	6.24	--	2	1248	бТел
13:18:54	6.24	--	79	49296	бТел
13:18:39	6.24	-0.01	7	4368	бТел
13:18:34	6.25	--	16	10000	бРел
13:18:29	6.25	0.01	24	15000	бРел
13:18:24	6.24	-0.01	323	201552	бТел
13:18:14	6.25	--	21	13125	бРел
13:18:09	6.25	0.01	59	36875	бРел
13:18:04	6.24	--	1	624	бТел
13:17:49	6.24	-0.01	53	33072	бТел
13:17:44	6.25	--	3	1875	бРел
13:17:38	6.25	0.01	18	11250	бРел
13:17:29	6.24	--	19	11856	бТел
13:17:18	6.24	-0.01	40	24960	бТел
13:17:13	6.25	0.01	1	625	бРел
13:17:08	6.24	-0.01	64	39936	бТел
13:17:03	6.25	0.01	12	7500	бРел
13:16:48	6.24	-0.01	18	11232	бТел
13:16:33	6.25	0.01	39	24375	бРел
13:16:23	6.24	--	1	624	бТел
13:16:18	6.24	--	75	46800	бТел
13:16:13	6.24	--	1	624	бТел
13:16:03	6.24	--	1	624	бТел
13:15:58	6.24	--	101	63024	бРел
13:15:48	6.24	0.01	50	31200	бРел
13:15:43	6.23	-0.02	886	551978	бТел
13:15:38	6.25	0.01	20	12500	бРел
13:15:08	6.24	--	221	137904	бТел
13:15:03	6.24	--	3	1872	бТел
13:14:58	6.24	--	3	1872	бТел
13:14:43	6.24	--	4	2496	бТел
13:14:38	6.24	--	301	187824	бТел
13:14:28	6.24	--	51	31824	бТел
13:14:23	6.24	--	23	14352	бТел
13:14:08	6.24	--	21	13104	бТел
13:14:03	6.24	-0.01	2	1248	бТел
13:13:53	6.25	--	51	31875	бРел
13:13:48	6.25	--	184	115000	бТел
13:13:43	6.25	--	10	6250	бТел
13:13:38	6.25	--	37	23125	бТел
13:13:33	6.25	--	135	84375	бТел
13:13:23	6.25	--	30	18750	бТел
13:13:18	6.25	--	11	6875	бТел
13:13:08	6.25	--	478	298750	бРел
13:13:03	6.25	-0.01	98	61250	бТел
13:12:58	6.26	--	15	9390	бРел
13:12:53	6.26	--	50	31300	бРел
13:12:33	6.26	--	13	8138	бТел
13:12:28	6.26	--	1	626	бТел
13:12:22	6.26	--	2	1252	бТел
13:12:03	6.26	--	19	11894	бТел
13:11:52	6.26	0.02	20	12520	бРел
13:11:48	6.24	--	5	3120	бТел
13:11:33	6.24	--	20	12480	бТел
13:11:03	6.24	--	30	18720	бТел
13:10:53	6.24	-0.03	1	624	бТел
13:10:48	6.27	--	0	0	бРел
13:10:43	6.27	0.04	21	13167	бРел
13:10:17	6.23	--	0	0	бТел
13:10:07	6.23	-0.02	496	309008	бТел
13:10:02	6.25	0.01	21	13125	бРел
13:09:43	6.24	--	100	62400	бТел
13:09:37	6.24	-0.01	94	58656	бТел
13:09:27	6.25	--	8	5000	бРел
13:09:17	6.25	--	20	12500	бРел
13:09:02	6.25	-0.01	196	122500	бТел
13:08:57	6.26	--	0	0	жпптел
13:08:47	6.26	--	10	6260	бРел
13:08:32	6.26	--	3	1878	бТел
13:08:22	6.26	--	2	1252	бРел
13:08:02	6.26	-0.01	2	1252	бТел
13:07:57	6.27	--	100	62699	бРел
13:07:02	6.27	--	7	4389	бРел
13:06:52	6.27	--	25	15674	бРел
13:06:47	6.27	--	31	19437	бРел
13:06:32	6.27	--	1	627	бРел
13:06:27	6.27	--	13	8150	бРел
13:06:17	6.27	--	201	126026	бРел
13:06:12	6.27	0.02	91	57056	бРел
13:06:02	6.25	-0.02	2	1250	бТел
13:05:57	6.27	--	2	1254	бРел
13:05:42	6.27	0.02	20	12540	бРел
13:05:12	6.25	-0.01	3	1875	бТел
13:05:01	6.26	0.01	11	6886	бТел
13:04:42	6.25	--	0	0	жпптел
13:04:27	6.25	--	0	0	бРел
